"code","municipio","departamento","TMIN_CLAS_COBRE_A_1_1","conf_uso_2"
15296,"Gámeza","Boyacá",0,-2.187426
15299,"Garagoa","Boyacá",0,-0.326394
15317,"Guacamayas","Boyacá",0,-0.512848
15322,"Guateque","Boyacá",0,1.348184
15325,"Guayatá","Boyacá",0,-0.326394
15332,"Guicán","Boyacá",0,-2.187426
15362,"Izá","Boyacá",0,0.253939
15367,"Jenesano","Boyacá",0,2.114971
15368,"Jericó","Boyacá",0,-2.187426
15377,"Labranzagrande","Boyacá",0,-2.187426
15380,"La Capilla","Boyacá",0,-0.326394
15401,"La Victoria","Boyacá",0,-0.326394
15403,"La Uvita","Boyacá",0,-0.512848
15407,"Villa de Leiva","Boyacá",0,0.253939
15425,"Macanal","Boyacá",0,-0.326394
15442,"Maripí","Boyacá",0,-0.326394
15455,"Miraflores","Boyacá",0,-0.326394
15464,"Mongua","Boyacá",0,-2.187426
15466,"Monguí","Boyacá",0,-0.512848
15469,"Moniquirá","Boyacá",0,-0.512848
15476,"Motavita","Boyacá",0,1.348184
15480,"Muzo","Boyacá",0,1.348184
15491,"Nobsa","Boyacá",0,0.253939
15494,"Nuevo Colón","Boyacá",0,-0.326394
15500,"Oicatá","Boyacá",0,0.440392
15507,"Otanche","Boyacá",0,-2.187426
15511,"Pachavita","Boyacá",0,-0.326394
15514,"Páez","Boyacá",0,-0.326394
15516,"Paipa","Boyacá",0,2.114971
15518,"Pajarito","Boyacá",0,-2.187426
15522,"Panqueba","Boyacá",0,0.253939
15531,"Pauna","Boyacá",0,2.114971
15533,NA,NA,0,-2.187426
15537,"Paz de Río","Boyacá",0,-2.187426
15542,"Pesca","Boyacá",0,-2.187426
15550,"Pisva","Boyacá",0,-2.187426
15572,"Puerto Boyacá","Boyacá",0,2.114971
15580,"Quipama","Boyacá",0,-0.326394
15599,"Ramiriquí","Boyacá",0,0.440392
15600,"Ráquira","Boyacá",0,0.253939
15621,"Rondón","Boyacá",0,-0.326394
15632,"Saboyá","Boyacá",0,0.440392
15638,"Sáchica","Boyacá",0,-1.42064
15646,"Samacá","Boyacá",0,0.253939
15660,"San Eduardo","Boyacá",0,1.348184
15664,"San José de Pare","Boyacá",0,0.253939
15667,"San Luís de Gaceno","Boyacá",0,-0.326394
15673,"San Mateo","Boyacá",0,-0.512848
15676,"San Miguel de Sema","Boyacá",0,-1.42064
15681,"San Pablo de Borbur","Boyacá",0,-0.326394
15686,"Santana","Boyacá",0,0.440392
15690,"Santa María","Boyacá",0,-2.187426
15693,"Santa Rosa de Viterbo","Boyacá",0,-2.187426
15696,"Santa Sofía","Boyacá",0,1.348184
15720,"Sativanorte","Boyacá",0,-0.512848
15723,"Sativasur","Boyacá",0,-0.326394
15740,"Siachoque","Boyacá",0,-0.326394
15753,"Soatá","Boyacá",0,-0.326394
15755,"Socotá","Boyacá",0,-2.187426
15757,"Socha","Boyacá",0,-2.187426
15759,"Sogamoso","Boyacá",0,-0.512848
15761,"Somondoco","Boyacá",0,-0.326394
15762,"Sora","Boyacá",0,0.253939
15763,"Sotaquirá","Boyacá",0,1.348184
15764,"Soracá","Boyacá",0,-0.326394
15774,"Susacón","Boyacá",0,-1.42064
15776,"Sutamarchán","Boyacá",0,0.253939
15778,"Sutatenza","Boyacá",0,-0.326394
15790,"Tasco","Boyacá",0,-2.187426
15798,"Tenza","Boyacá",0,-0.326394
15804,"Tibaná","Boyacá",0,-0.326394
15806,"Tibasosa","Boyacá",0,0.440392
15808,"Tinjacá","Boyacá",0,2.114971
15810,"Tipacoque","Boyacá",0,-0.326394
15814,"Toca","Boyacá",0,1.348184
15816,"Toguí","Boyacá",0,-0.326394
15820,"Topagá","Boyacá",0,-0.512848
15822,"Tota","Boyacá",0,-2.187426
15832,"Tunungua","Boyacá",0,-1.42064
15835,"Turmequé","Boyacá",0,-0.326394
15837,"Tuta","Boyacá",0,1.348184
15839,"Tutasá","Boyacá",0,-2.187426
15842,"Úmbita","Boyacá",0,-0.326394
15861,"Ventaquemada","Boyacá",0,-2.187426
15879,"Viracachá","Boyacá",0,2.114971
15897,"Zetaquirá","Boyacá",0,-0.326394
17001,"Manizales","Caldas",0,2.114971
17013,"Aguadas","Caldas",0,-0.326394
17042,"Anserma","Caldas",0,1.348184
17050,"Aranzazu","Caldas",1,1.348184
17088,"Belalcázar","Caldas",0,2.114971
17174,"Chinchiná","Caldas",1,1.348184
17272,"Filadelfia","Caldas",0,0.440392
17380,"La Dorada","Caldas",0,0.253939
17388,"La Merced","Caldas",0,1.348184
17433,"Manzanares","Caldas",0,1.348184
17442,"Marmato","Caldas",0,1.348184
17444,"Marquetalia","Caldas",0,-0.326394
17446,"Marulanda","Caldas",0,-0.326394
17486,"Neira","Caldas",0,2.114971
17495,"Norcasia","Caldas",1,-0.326394
17513,"Pácora","Caldas",1,-0.326394
17524,"Palestina","Caldas",0,0.253939
17541,"Pensilvania","Caldas",0,1.348184
17614,"Río Sucio","Caldas",0,1.348184
17616,"Risaralda","Caldas",0,2.114971
17653,"Salamina","Caldas",0,1.348184
17662,"Samaná","Caldas",0,-0.326394
17665,"San José","Caldas",0,0.440392
17777,"Supía","Caldas",0,2.114971
17867,"La Victoria","Caldas",0,0.440392
17873,"Villamaría","Caldas",0,-0.512848
17877,"Viterbo","Caldas",0,2.114971
18001,"Florencia","Caquetá",0,-0.512848
18029,"Albania","Caquetá",0,1.348184
18094,"Belén de los Andaquíes","Caquetá",0,-0.512848
18150,"Cartagena del Chairá","Caquetá",0,-2.187426
18205,"Curillo","Caquetá",0,-0.326394
18247,"El Doncello","Caquetá",0,-0.326394
18256,"El Paujil","Caquetá",0,1.348184
18410,"La Montañita","Caquetá",0,-0.326394
18460,"Milán","Caquetá",0,-0.326394
18479,"Morelia","Caquetá",0,-0.326394
18592,"Puerto Rico","Caquetá",0,-0.326394
18610,"San José del Fragua","Caquetá",0,-2.187426
18753,"San Vicente del Caguán","Caquetá",0,-2.187426
18756,NA,NA,0,-2.187426
18785,"Solita","Caquetá",0,-0.326394
18860,"Valparaiso","Caquetá",0,-0.326394
19001,"Popayán","Cauca",0,2.114971
19022,"Almaguer","Cauca",0,-0.326394
19050,"Argelia","Cauca",0,-2.187426
19075,"Balboa","Cauca",0,1.348184
19100,"Bolívar","Cauca",1,-0.326394
19110,"Buenos Aires","Cauca",1,0.440392
19130,"Cajibío","Cauca",0,-0.326394
19137,"Caldono","Cauca",0,2.114971
19142,"Caloto","Cauca",0,2.114971
19212,"Corinto","Cauca",0,-0.512848
19256,"El Tambo","Cauca",1,-2.187426
19290,"Florencia","Cauca",0,0.253939
19300,"Guachené","Cauca",0,0.253939
19318,"Guapí","Cauca",1,-2.187426
19355,"Inzá","Cauca",0,-0.326394
19364,"Jambaló","Cauca",0,-0.326394
19392,"La Sierra","Cauca",1,-0.326394
19397,"La Vega","Cauca",1,1.348184
19418,"López (Micay)","Cauca",0,-2.187426
19450,"Mercaderes","Cauca",0,-1.42064
19455,"Miranda","Cauca",0,-0.512848
19473,"Morales","Cauca",0,-0.326394
19513,"Padilla","Cauca",0,-0.512848
19517,"Páez (Belalcazar)","Cauca",1,-0.326394
19532,"Patía (El Bordo)","Cauca",0,0.440392
19533,"Piamonte","Cauca",0,-2.187426
19548,"Piendamó","Cauca",0,-0.326394
19573,"Puerto Tejada","Cauca",0,-0.512848
19585,"Puracé (Coconuco)","Cauca",0,-2.187426
19622,"Rosas","Cauca",1,1.348184
19693,"San Sebastián","Cauca",0,-0.326394
19698,"Santander de Quilichao","Cauca",1,2.114971
19701,"Santa Rosa","Cauca",0,-2.187426
19743,"Silvia","Cauca",0,-0.326394
19760,"Sotara (Paispamba)","Cauca",0,1.348184
19780,"Suárez","Cauca",1,-0.326394
19785,"Sucre","Cauca",0,0.440392
19807,"Timbío","Cauca",0,-1.42064
19809,"Timbiquí","Cauca",1,-2.187426
19821,"Toribío","Cauca",0,1.348184
19824,"Totoró","Cauca",0,-0.326394
19845,"Villa Rica","Cauca",0,0.253939
20001,"Valledupar","Cesar",1,-1.42064
20011,"Aguachica","Cesar",0,0.440392
20013,"Agustín Codazzi","Cesar",0,0.253939
20032,"Astrea","Cesar",0,0.253939
20045,"Becerríl","Cesar",0,-1.42064
20060,"Bosconia","Cesar",0,0.253939
20175,"Chimichagua","Cesar",0,0.440392
20178,"Chiriguaná","Cesar",0,-1.42064
20228,"Curumaní","Cesar",0,0.440392
20238,"El Copey","Cesar",0,2.114971
20250,"El Paso","Cesar",0,0.253939
20295,"Gamarra","Cesar",0,0.253939
20310,"Gonzalez","Cesar",0,-0.326394
20383,"La Gloria","Cesar",1,2.114971
20400,"La Jagua de Ibirico","Cesar",0,0.440392
20443,"Manaure Balcón del Cesar","Cesar",0,-1.42064
20517,"Pailitas","Cesar",0,2.114971
20550,"Pelaya","Cesar",1,2.114971
20570,"Pueblo Bello","Cesar",0,-0.326394
20614,"Río de oro","Cesar",0,2.114971
20621,"La Paz (Robles)","Cesar",0,-1.42064
20710,"San Alberto","Cesar",0,2.114971
20750,"San Diego","Cesar",0,-1.42064
20770,"San Martín","Cesar",0,2.114971
20787,"Tamalameque","Cesar",0,0.253939
23001,"Monteria","Córdoba",0,0.253939
23068,"Ayapel","Córdoba",0,-1.42064
23079,"Buenavista","Córdoba",0,-1.42064
23090,"Canalete","Córdoba",0,0.440392
23162,"Cereté","Córdoba",0,0.253939
23168,"Chimá","Córdoba",0,0.253939
23182,"Chinú","Córdoba",0,2.114971
23189,"Ciénaga de Oro","Córdoba",0,0.253939
23300,"Cotorra","Córdoba",0,0.253939
23350,"La Apartada y La Frontera","Córdoba",0,2.114971
23417,"Lorica","Córdoba",0,0.253939
23419,"Los Córdobas","Córdoba",0,-1.42064
23464,"Momil","Córdoba",0,0.253939
23466,"Montelíbano","Córdoba",1,2.114971
23500,"Moñitos","Córdoba",0,2.114971
23555,"Planeta Rica","Córdoba",1,2.114971
23570,"Pueblo Nuevo","Córdoba",0,2.114971
23574,"Puerto Escondido","Córdoba",0,0.440392
23580,"Puerto Libertador","Córdoba",1,0.253939
23586,"Purísima","Córdoba",0,0.253939
23660,"Sahagún","Córdoba",0,2.114971
23670,"San Andrés Sotavento","Córdoba",0,2.114971
23672,"San Antero","Córdoba",0,0.253939
23675,"San Bernardo del Viento","Córdoba",0,0.253939
23678,"San Carlos","Córdoba",0,2.114971
23682,"San José de Uré","Córdoba",0,2.114971
23686,"San Pelayo","Córdoba",0,0.253939
23807,"Tierralta","Córdoba",0,-2.187426
23815,"Tuchín","Córdoba",0,0.253939
23855,"Valencia","Córdoba",0,0.440392
25001,"Agua de Dios","Cundinamarca",0,0.253939
25019,"Albán","Cundinamarca",0,-0.326394
25035,"Anapoima","Cundinamarca",0,0.253939
25040,"Anolaima","Cundinamarca",0,2.114971
25053,"Arbeláez","Cundinamarca",0,-0.326394
25086,"Beltrán","Cundinamarca",0,0.253939
25095,"Bituima","Cundinamarca",0,1.348184
25099,"Bojacá","Cundinamarca",0,-1.42064
25120,"Cabrera","Cundinamarca",0,-2.187426
25123,"Cachipay","Cundinamarca",0,-0.512848
25126,"Cajicá","Cundinamarca",0,0.253939
25148,"Caparrapí","Cundinamarca",0,-0.326394
25151,"Cáqueza","Cundinamarca",0,2.114971
25154,"Carmen de Carupa","Cundinamarca",0,-0.326394
25168,"Chaguaní","Cundinamarca",0,0.440392
25175,"Chía","Cundinamarca",0,0.253939
25178,"Chipaque","Cundinamarca",0,-2.187426
25181,"Choachí","Cundinamarca",0,-1.42064
25183,"Chocontá","Cundinamarca",0,2.114971
25200,"Cogua","Cundinamarca",0,0.440392
25214,"Cota","Cundinamarca",0,0.253939
25224,"Cucunubá","Cundinamarca",0,0.440392
25245,"El Colegio","Cundinamarca",0,0.253939
25258,"El Peñón","Cundinamarca",0,-0.326394
25260,"El Rosal","Cundinamarca",0,-1.42064
25269,"Facatativá","Cundinamarca",0,0.253939
25279,"Fómeque","Cundinamarca",0,-2.187426
25281,"Fosca","Cundinamarca",0,1.348184
25286,"Funza","Cundinamarca",0,0.253939
25288,"Fúquene","Cundinamarca",0,-1.42064
25290,"Fusagasugá","Cundinamarca",0,0.253939
25293,"Gachalá","Cundinamarca",0,-2.187426
25295,"Gachancipá","Cundinamarca",0,0.253939
25297,"Gachetá","Cundinamarca",0,-0.326394
25299,"Gama","Cundinamarca",0,-0.512848
25307,"Girardot","Cundinamarca",0,0.253939
25312,"Granada","Cundinamarca",0,0.440392
25317,"Guachetá","Cundinamarca",0,-1.42064
25320,"Guaduas","Cundinamarca",0,0.440392
25322,"Guasca","Cundinamarca",0,0.253939
25324,"Guataquí","Cundinamarca",0,2.114971
25326,"Guatavita","Cundinamarca",0,-1.42064
25328,"Guayabal de Siquima","Cundinamarca",0,1.348184
25335,"Guayabetal","Cundinamarca",0,-2.187426
25339,"Gutiérrez","Cundinamarca",0,-2.187426
25368,"Jerusalén","Cundinamarca",0,2.114971
25372,"Junín","Cundinamarca",0,-1.42064
25377,"La Calera","Cundinamarca",0,2.114971
25386,"La Mesa","Cundinamarca",0,0.253939
25394,"La Palma","Cundinamarca",0,-0.326394
25398,"La Peña","Cundinamarca",0,-0.326394
25402,"La Vega","Cundinamarca",0,2.114971
25407,"Lenguazaque","Cundinamarca",0,0.440392
25426,"Machetá","Cundinamarca",0,1.348184
25430,"Madrid","Cundinamarca",0,0.253939
25436,"Manta","Cundinamarca",0,2.114971
25438,"Medina","Cundinamarca",0,-1.42064
25473,"Mosquera","Cundinamarca",0,0.253939
25483,"Nariño","Cundinamarca",0,1.348184
25486,"Nemocón","Cundinamarca",0,0.253939
25488,"Nilo","Cundinamarca",0,0.253939
25489,"Nimaima","Cundinamarca",0,0.253939
25491,"Nocaima","Cundinamarca",0,1.348184
25506,"Venecia (Ospina Pérez)","Cundinamarca",0,0.253939
25513,"Pacho","Cundinamarca",0,0.440392
25518,"Paime","Cundinamarca",0,-0.326394
25524,"Pandi","Cundinamarca",0,0.253939
25530,"Paratebueno","Cundinamarca",0,-1.42064
25535,"Pasca","Cundinamarca",0,-2.187426
25572,"Puerto Salgar","Cundinamarca",0,2.114971
25580,"Pulí","Cundinamarca",0,2.114971
25592,"Quebradanegra","Cundinamarca",0,1.348184
25594,"Quetame","Cundinamarca",0,-0.512848
25596,"Quipile","Cundinamarca",0,-0.326394
25599,"Apulo","Cundinamarca",0,0.440392
25612,"Ricaurte","Cundinamarca",0,0.253939
25645,"San Antonio de Tequendama","Cundinamarca",0,-1.42064
25649,"San Bernardo","Cundinamarca",0,-0.512848
25653,"San Cayetano","Cundinamarca",0,-0.326394
25658,"San Francisco","Cundinamarca",0,-1.42064
25662,"San Juan de Río Seco","Cundinamarca",0,2.114971
25718,"Sasaima","Cundinamarca",0,2.114971
25736,"Sesquilé","Cundinamarca",0,2.114971
25740,"Sibaté","Cundinamarca",0,0.253939
25743,"Silvania","Cundinamarca",0,2.114971
25745,"Simijaca","Cundinamarca",0,0.253939
25754,"Soacha","Cundinamarca",0,0.253939
25758,"Sopó","Cundinamarca",0,0.253939
25769,"Subachoque","Cundinamarca",0,0.253939
25772,"Suesca","Cundinamarca",0,2.114971
25777,"Supatá","Cundinamarca",0,0.440392
25779,"Susa","Cundinamarca",0,-1.42064
25781,"Sutatausa","Cundinamarca",0,0.440392
25785,"Tabio","Cundinamarca",0,0.253939
25793,"Tausa","Cundinamarca",0,-2.187426
25797,"Tena","Cundinamarca",0,2.114971
25799,"Tenjo","Cundinamarca",0,-1.42064
25805,"Tibacuy","Cundinamarca",0,-1.42064
25807,"Tibirita","Cundinamarca",0,2.114971
25815,"Tocaima","Cundinamarca",0,2.114971
25817,"Tocancipá","Cundinamarca",0,0.253939
25823,"Topaipí","Cundinamarca",0,-0.326394
25839,"Ubalá","Cundinamarca",0,1.348184
25841,"Ubaque","Cundinamarca",0,-1.42064
25843,"Ubaté","Cundinamarca",0,2.114971
25845,"Une","Cundinamarca",0,-2.187426
25851,"Útica","Cundinamarca",0,-0.326394
25862,"Vergara","Cundinamarca",0,0.440392
25867,"Viani","Cundinamarca",0,-0.326394
25871,"Villagómez","Cundinamarca",0,-0.326394
25873,"Villapinzón","Cundinamarca",0,1.348184
25875,"Villeta","Cundinamarca",0,2.114971
25878,"Viotá","Cundinamarca",0,0.253939
25885,"Yacopí","Cundinamarca",0,-0.326394
25898,NA,NA,0,-0.512848
25899,"Zipaquirá","Cundinamarca",0,0.253939
27001,"Quibdó","Chocó",1,-0.512848
27006,"Acandí","Chocó",0,-2.187426
27025,"Alto Baudó (Pie de Pato)","Chocó",0,-2.187426
27050,"Atrato (Yuto)","Chocó",0,-2.187426
27073,"Bagadó","Chocó",1,-2.187426
27075,"Bahía Solano (Mútis)","Chocó",0,-2.187426
27077,"Bajo Baudó (Pizarro)","Chocó",1,-2.187426
27086,"Belén de Bajirá","Chocó",NA,NA
27099,"Bojayá (Bellavista)","Chocó",1,-2.187426
27135,"Cantón de San Pablo","Chocó",0,-2.187426
27150,"Carmen del Darién (CURBARADÓ)","Chocó",1,-2.187426
27160,"Cértegui","Chocó",0,-2.187426
27205,"Condoto","Chocó",1,-0.512848
27245,"El Carmen de Atrato","Chocó",1,-2.187426
27250,"Santa Genoveva de Docorodó","Chocó",0,-2.187426
27361,"Istmina","Chocó",0,-2.187426
27372,"Juradó","Chocó",1,-2.187426
27413,"Lloró","Chocó",1,-2.187426
27425,"Medio Atrato","Chocó",0,-2.187426
27430,"Medio Baudó","Chocó",0,-2.187426
27450,"Medio San Juan (ANDAGOYA)","Chocó",0,-2.187426
27491,"Novita","Chocó",0,-2.187426
27495,"Nuquí","Chocó",0,-0.512848
27580,"Río Iró","Chocó",0,-2.187426
27600,"Río Quito","Chocó",0,-2.187426
27615,"Ríosucio","Chocó",1,-2.187426
27660,"San José del Palmar","Chocó",0,-2.187426
27745,"Sipí","Chocó",1,-2.187426
27787,"Tadó","Chocó",0,-0.512848
27800,"Unguía","Chocó",0,-2.187426
27810,"Unión Panamericana (ÁNIMAS)","Chocó",0,-0.512848
41001,"Neiva","Huila",1,1.348184
41006,"Acevedo","Huila",0,-0.326394
41013,"Agrado","Huila",0,0.440392
41016,"Aipe","Huila",0,-1.42064
41020,"Algeciras","Huila",0,1.348184
41026,"Altamira","Huila",0,2.114971
41078,"Baraya","Huila",0,0.440392
41132,"Campoalegre","Huila",0,0.253939
41206,"Colombia","Huila",0,-0.326394
41244,"Elías","Huila",0,2.114971
41298,"Garzón","Huila",0,2.114971
41306,"Gigante","Huila",0,2.114971
41319,"Guadalupe","Huila",0,-0.326394
41349,"Hobo","Huila",0,2.114971
41357,"Íquira","Huila",0,-0.326394
41359,"Isnos","Huila",0,-1.42064
41378,"La Argentina","Huila",0,-0.512848
41396,"La Plata","Huila",0,0.440392
41483,"Nátaga","Huila",0,-0.326394
41503,"Oporapa","Huila",0,-0.326394
41518,"Paicol","Huila",0,0.440392
41524,"Palermo","Huila",0,0.440392
41530,"Palestina","Huila",0,-0.326394
41548,"Pital","Huila",0,-0.326394
41551,"Pitalito","Huila",0,2.114971
41615,"Rivera","Huila",0,0.253939
41660,"Saladoblanco","Huila",0,-2.187426
41668,"San Agustín","Huila",0,-2.187426
41676,"Santa María","Huila",0,-0.326394
41770,"Suaza","Huila",0,0.440392
41791,"Tarqui","Huila",0,0.440392
41797,"Tesalia","Huila",0,0.440392
41799,"Tello","Huila",0,1.348184
41801,"Teruel","Huila",0,-2.187426
41807,"Timaná","Huila",0,2.114971
41872,"Villavieja","Huila",0,2.114971
41885,"Yaguará","Huila",0,0.440392
44001,"Riohacha","La Guajira",0,-1.42064
44035,"Albania","La Guajira",0,0.253939
44078,"Barrancas","La Guajira",0,0.440392
44090,"Dibulla","La Guajira",0,-2.187426
44098,"Distracción","La Guajira",0,0.440392
44110,"El Molino","La Guajira",0,0.440392
44279,"Fonseca","La Guajira",0,0.440392
44378,"Hatonuevo","La Guajira",0,0.440392
44420,"La Jagua del Pilar","La Guajira",0,-1.42064
44430,"Maicao","La Guajira",0,-1.42064
44560,"Manaure","La Guajira",0,-2.187426
44650,"San Juan del Cesar","La Guajira",1,0.253939
44847,"Uribia","La Guajira",0,-2.187426
44855,"Urumita","La Guajira",0,-0.326394
44874,"Villanueva","La Guajira",0,0.440392
47001,"Santa Marta","Magdalena",0,-0.512848
47030,"Algarrobo","Magdalena",0,0.253939
47053,"Aracataca","Magdalena",0,-2.187426
47058,"Ariguaní (El Difícil)","Magdalena",0,0.253939
47161,"Cerro San Antonio","Magdalena",0,0.253939
47170,"Chivolo","Magdalena",0,0.253939
47189,"Ciénaga","Magdalena",0,1.348184
47205,"Concordia","Magdalena",0,2.114971
47245,"El Banco","Magdalena",0,0.253939
47258,"El Piñon","Magdalena",0,0.253939
47268,"El Retén","Magdalena",0,0.253939
47288,"Fundación","Magdalena",1,2.114971
47318,"Guamal","Magdalena",0,0.253939
47460,"Nueva Granada","Magdalena",0,0.253939
47541,NA,NA,0,0.440392
47545,"Pijiño","Magdalena",0,0.253939
47551,"Pivijay","Magdalena",0,0.253939
47555,"Plato","Magdalena",0,0.253939
47570,"Puebloviejo","Magdalena",0,-2.187426
47605,"Remolino","Magdalena",0,0.253939
47660,"Sabanas de San Angel (SAN ANGEL)","Magdalena",0,-1.42064
47675,"Salamina","Magdalena",0,0.253939
47692,"San Sebastián de Buenavista","Magdalena",0,0.253939
47703,"San Zenón","Magdalena",0,0.253939
47707,"Santa Ana","Magdalena",0,0.253939
47720,"Santa Bárbara de Pinto","Magdalena",0,-1.42064
47745,"Sitionuevo","Magdalena",0,-2.187426
47798,"Tenerife","Magdalena",0,0.253939
47960,"Zapayán (PUNTA DE PIEDRAS)","Magdalena",0,0.253939
47980,"Zona Bananera (PRADO - SEVILLA)","Magdalena",0,0.253939
50001,"Villavicencio","Meta",0,0.253939
50006,"Acacías","Meta",0,0.253939
50110,"Barranca de Upía","Meta",0,0.253939
50124,"Cabuyaro","Meta",0,0.253939
50150,"Castilla la Nueva","Meta",0,-1.42064
50223,"Cubarral","Meta",0,-2.187426
50226,"Cumaral","Meta",0,0.253939
50245,"El Calvario","Meta",0,-2.187426
50251,"El Castillo","Meta",0,0.253939
50270,"El Dorado","Meta",0,2.114971
50287,"Fuente de Oro","Meta",0,0.253939
50313,"Granada","Meta",0,0.253939
50318,"Guamal","Meta",0,0.253939
50325,"Mapiripán","Meta",0,-1.42064
50330,"Mesetas","Meta",0,-2.187426
50350,"La Macarena","Meta",0,-2.187426
50370,"Uribe","Meta",0,-2.187426
50400,"Lejanías","Meta",0,0.253939
50450,"Puerto Concordia","Meta",0,0.253939
50568,"Puerto Gaitán","Meta",0,-1.42064
50573,"Puerto López","Meta",0,-1.42064
50577,"Puerto Lleras","Meta",0,-1.42064
50590,"Puerto Rico","Meta",0,-1.42064
50606,"Restrepo","Meta",0,0.253939
50680,"San Carlos de Guaroa","Meta",0,0.253939
50683,"San Juan de Arama","Meta",0,0.253939
50686,"San Juanito","Meta",0,-2.187426
50689,"San Martín","Meta",0,-1.42064
50711,"Vista Hermosa","Meta",0,-2.187426
52001,"San Juan de Pasto","Nariño",0,0.253939
52019,"Albán (San José)","Nariño",0,1.348184
52022,"Aldana","Nariño",0,2.114971
52036,"Ancuya","Nariño",0,-0.326394
52051,"Arboleda (Berruecos)","Nariño",0,-0.512848
52079,"Barbacoas","Nariño",1,-2.187426
52083,"Belén","Nariño",0,-0.326394
52110,"Buesaco","Nariño",0,1.348184
52203,"Colón (Génova)","Nariño",0,-0.326394
52207,"Consaca","Nariño",0,0.253939
52210,"Contadero","Nariño",0,0.253939
52215,"Córdoba","Nariño",0,-0.512848
52224,"Cuaspud (Carlosama)","Nariño",0,2.114971
52227,"Cumbal","Nariño",0,-2.187426
52233,"Cumbitara","Nariño",1,-0.326394
52240,"Chachaguí","Nariño",0,0.253939
52250,"El Charco","Nariño",1,-2.187426
52254,"El Peñol","Nariño",0,-1.42064
52256,"El Rosario","Nariño",0,-2.187426
52258,"El Tablón de Gómez","Nariño",0,1.348184
52260,"El Tambo","Nariño",1,-0.326394
52287,"Funes","Nariño",0,-0.512848
52317,"Guachucal","Nariño",0,-0.512848
52320,"Guaitarilla","Nariño",0,-1.42064
52323,"Gualmatán","Nariño",0,0.253939
52352,"Iles","Nariño",0,0.253939
52354,"Imúes","Nariño",0,0.253939
52356,"Ipiales","Nariño",0,-0.512848
52378,"La Cruz","Nariño",0,-0.512848
52381,"La Florida","Nariño",0,2.114971
52385,"La Llanada","Nariño",1,-2.187426
52390,"La Tola","Nariño",0,-2.187426
52399,"La Unión","Nariño",0,1.348184
52405,"Leiva","Nariño",0,-2.187426
52411,"Linares","Nariño",0,-0.512848
52418,"Sotomayor (Los Andes)","Nariño",0,-2.187426
52427,"Magüi (Payán)","Nariño",1,-2.187426
52435,"Mallama (Piedrancha)","Nariño",0,-2.187426
52473,"Mosquera","Nariño",0,-2.187426
52480,"Nariño","Nariño",0,-1.42064
52490,"Olaya Herrera","Nariño",0,-2.187426
52506,"Ospina","Nariño",0,1.348184
52520,"Francisco Pizarro","Nariño",0,-2.187426
52540,"Policarpa","Nariño",0,-2.187426
52560,"Potosí","Nariño",0,-2.187426
52565,"Providencia","Nariño",0,-0.326394
52573,"Puerres","Nariño",0,-2.187426
52585,"Pupiales","Nariño",0,0.253939
52612,"Ricaurte","Nariño",0,-2.187426
52621,"Roberto Payán (San José)","Nariño",0,-2.187426
52678,"Samaniego","Nariño",1,-2.187426
52683,"Sandoná","Nariño",0,2.114971
52685,"San Bernardo","Nariño",0,-0.326394
52687,"San Lorenzo","Nariño",1,1.348184
52693,"San Pablo","Nariño",0,1.348184
52694,"San Pedro de Cartago","Nariño",0,1.348184
52696,NA,NA,0,-2.187426
52699,"Guachavés","Nariño",0,-2.187426
52720,"Sapuyes","Nariño",0,0.253939
52786,"Taminango","Nariño",0,-0.512848
52788,"Tangua","Nariño",0,0.253939
52835,"Tumaco","Nariño",0,-2.187426
52838,"Túquerres","Nariño",0,-0.512848
52885,"Yacuanquer","Nariño",0,0.253939
54001,"Cúcuta","Norte de Santander",0,0.253939
54003,"Ábrego","Norte de Santander",0,-0.512848
54051,"Arboledas","Norte de Santander",0,-2.187426
54099,"Bochalema","Norte de Santander",0,-0.326394
54109,"Bucarasica","Norte de Santander",0,-0.326394
54125,"Cácota","Norte de Santander",0,1.348184
