scalerank,featurecla,labelrank,sovereignt,sov_a3,adm0_dif,level,type,admin,adm0_a3,geou_dif,geounit,gu_a3,su_dif,subunit,su_a3,brk_diff,name,name_long,brk_a3,brk_name,brk_group,abbrev,postal,formal_en,formal_fr,note_adm0,note_brk,name_sort,name_alt,mapcolor7,mapcolor8,mapcolor9,mapcolor13,pop_est,gdp_md_est,pop_year,lastcensus,gdp_year,economy,income_grp,wikipedia,fips_10,iso_a2,iso_a3,iso_n3,un_a3,wb_a2,wb_a3,woe_id,adm0_a3_is,adm0_a3_us,adm0_a3_un,adm0_a3_wb,continent,region_un,subregion,region_wb,name_len,long_len,abbrev_len,tiny,homepart
3,Admin-0 map subunit,4,France,FR1,1,2,Dependency,French Polynesia,PYF,0,French Polynesia,PYF,0,French Polynesia,PYF,0,Fr. Polynesia,French Polynesia,PYF,Fr. Polynesia,,Fr. Poly.,PF,French Polynesia,,Fr.,,French Polynesia,,7,5,9,11,287032,4718,-99,2007,-99,6. Developing region,2. High income: nonOECD,-99,,PF,PYF,258,258,PF,PYF,-99,PYF,PYF,-99,-99,Oceania,Oceania,Polynesia,East Asia & Pacific,13,16,9,2,-99
1,Admin-0 map subunit,3,Solomon Islands,SLB,0,2,Sovereign country,Solomon Islands,SLB,0,Solomon Islands,SLB,0,Solomon Islands,SLB,0,Solomon Is.,Solomon Islands,SLB,Solomon Is.,,S. Is.,SB,,,,,Solomon Islands,,1,4,1,6,595613,1078,-99,2009,-99,7. Least developed region,4. Lower middle income,-99,,SB,SLB,090,090,SB,SLB,-99,SLB,SLB,-99,-99,Oceania,Oceania,Melanesia,East Asia & Pacific,11,15,6,-99,1
5,Admin-0 map subunit,6,New Zealand,NZ1,1,3,Geo unit,New Zealand,NZL,1,Tokelau,TKL,0,Tokelau,TKL,0,Tokelau,Tokelau,TKL,Tokelau,,Tkl.,TK,,,N.Z.,,Tokelau,,3,3,4,4,1416,1.5,-99,-99,-99,7. Least developed region,5. Low income,-99,,TK,TKL,772,772,-99,-99,-99,TKL,NZL,-99,-99,Oceania,Oceania,Polynesia,East Asia & Pacific,7,7,4,-99,-99
5,Admin-0 map subunit,4,Tonga,TON,0,2,Sovereign country,Tonga,TON,0,Tonga,TON,0,Tonga,TON,0,Tonga,Tonga,TON,Tonga,,Tongo,TO,Kingdom of Tonga,,,,Tonga,,2,1,1,8,120898,549,-99,2006,-99,6. Developing region,4. Lower middle income,-99,,TO,TON,776,776,TO,TON,-99,TON,TON,-99,-99,Oceania,Oceania,Polynesia,East Asia & Pacific,5,5,5,3,1
5,Admin-0 map subunit,6,Tuvalu,TUV,0,2,Sovereign country,Tuvalu,TUV,0,Tuvalu,TUV,0,Tuvalu,TUV,0,Tuvalu,Tuvalu,TUV,Tuvalu,,Tuv.,TV,Tuvalu,,,,Tuvalu,,1,3,8,5,12373,14.94,-99,2002,-99,7. Least developed region,3. Upper middle income,-99,,TV,TUV,798,798,TV,TUV,-99,TUV,TUV,-99,-99,Oceania,Oceania,Polynesia,East Asia & Pacific,6,6,4,5,1
1,Admin-0 map subunit,2,United States of America,US1,1,4,Geo subunit,United States,USA,0,United States,USA,1,Hawaii,USH,0,Hawaii,Hawaii,USH,Hawaii,,Hawaii,HI,,,U.S.A.,,Hawaii,,4,5,1,1,1374810,47000,0,-99,0,-99,-99,0,,-99,-99,-99,-099,-99,-99,-99,USA,USA,-99,-99,Oceania,Oceania,Polynesia,East Asia & Pacific,6,6,6,-99,-99
1,Admin-0 map subunit,4,Vanuatu,VUT,0,2,Sovereign country,Vanuatu,VUT,0,Vanuatu,VUT,0,Vanuatu,VUT,0,Vanuatu,Vanuatu,VUT,Vanuatu,,Van.,VU,Republic of Vanuatu,,,,Vanuatu,,6,3,7,3,218519,988.5,-99,2009,-99,7. Least developed region,4. Lower middle income,-99,,VU,VUT,548,548,VU,VUT,-99,VUT,VUT,-99,-99,Oceania,Oceania,Melanesia,East Asia & Pacific,7,7,4,2,1
5,Admin-0 map subunit,4,France,FR1,1,2,Dependency,Wallis and Futuna,WLF,0,Wallis and Futuna,WLF,0,Wallis and Futuna,WLF,0,Wallis and Futuna Is.,Wallis and Futuna Islands,WLF,Wallis and Futuna Islands,,Wlf.,WF,Wallis and Futuna Islands,,Fr.,,Wallis and Futuna,,7,5,9,11,15289,60,-99,-99,-99,6. Developing region,4. Lower middle income,-99,,WF,WLF,876,876,-99,-99,-99,WLF,WLF,-99,-99,Oceania,Oceania,Polynesia,East Asia & Pacific,21,25,4,3,-99
6,Admin-0 map subunit,6,United States of America,US1,1,3,Geo unit,United States Minor Outlying Islands,UMI,1,Wake Atoll,WQI,0,Wake Atoll,WQI,1,Wake Atoll,Wake Atoll,B59,Wake Atoll,,Wake At.,WA,,,U.S.A.,Admin. by U.S.A.; Claimed by Marshall Islands,Wake Atoll,,4,5,1,1,-99,-99,-99,-99,-99,7. Least developed region,5. Low income,-99,,-99,-99,-99,-099,-99,-99,-99,WQI,UMI,-99,-99,Oceania,Oceania,Micronesia,East Asia & Pacific,10,10,8,-99,-99
3,Admin-0 map subunit,4,Samoa,WSM,0,2,Sovereign country,Samoa,WSM,0,Samoa,WSM,0,Samoa,WSM,0,Samoa,Samoa,WSM,Samoa,,Samoa,WS,Independent State of Samoa,,,,Samoa,,3,3,4,6,219998,1049,-99,2006,-99,7. Least developed region,4. Lower middle income,-99,,WS,WSM,882,882,WS,WSM,-99,WSM,WSM,-99,-99,Oceania,Oceania,Polynesia,East Asia & Pacific,5,5,5,-99,1
